Complaint,CodedMonth,Crime,District,XCoord,YCoord,Day,Time
18-001170,2018-01,5,1,885749.1,991181.3,08,1
18-001179,2018-01,9,4,904957.9,1017645.0,08,1
18-001324,2018-01,6,6,895856.0,1030693.0,08,2
18-001175,2018-01,9,1,886719.4,1000880.0,08,2
18-001854,2018-01,6,5,895004.9,1023881.0,08,2
18-001185,2018-01,6,2,878653.4,1004650.0,08,2
18-001215,2018-01,6,6,897524.8,1048237.0,08,2
18-001268,2018-01,6,5,892104.8,1022153.0,08,2
18-001192,2018-01,5,3,894414.3,1009403.0,08,2
18-001193,2018-01,6,1,888244.7,1003634.0,08,2
18-001467,2018-01,6,4,905228.1,1017830.0,08,2
18-001244,2018-01,6,5,887198.4,1021913.0,08,2
18-002104,2018-01,6,5,889280.9,1027343.0,08,2
18-001208,2018-01,4,4,905163.4,1027485.0,08,2
18-001224,2018-01,5,5,882262.8,1027291.0,08,2
18-001262,2018-01,6,1,888369.9,991903.0,08,2
18-001214,2018-01,3,4,908989.9,1017353.0,08,2
18-002113,2018-01,6,1,888369.9,991903.0,08,2
18-002396,2018-01,7,6,897929.1,1053370.0,08,2
18-001225,2018-01,6,5,893684.9,1021926.0,08,2
18-001341,2018-01,6,6,895152.2,1037234.0,08,2
18-001361,2018-01,6,4,897508.7,1022846.0,08,2
18-001226,2018-01,6,3,899651.5,1011937.0,08,2
18-001305,2018-01,6,2,882868.8,1008791.0,08,2
18-001239,2018-01,6,2,880780.2,1011794.0,08,2
18-001228,2018-01,6,2,879113.8,1000266.0,08,2
18-001294,2018-01,6,1,886324.1,1000927.0,08,2
18-001333,2018-01,9,1,888369.9,991903.0,08,2
18-001306,2018-01,5,5,891858.5,1023556.0,08,2
18-001356,2018-01,6,3,906075.6,1009231.0,08,3
18-001241,2018-01,7,4,906256.9,1022439.0,08,3
18-001245,2018-01,9,4,905172.7,1016526.0,08,3
18-001253,2018-01,6,4,898379.0,1020730.0,08,3
18-001357,2018-01,6,4,908726.5,1016736.0,08,3
18-001317,2018-01,9,1,892509.8,991820.9,08,3
18-001246,2018-01,6,3,893788.8,1005469.0,08,3
18-001257,2018-01,4,5,883179.5,1033628.0,08,3
18-001409,2018-01,6,5,893163.4,1022852.0,08,3
18-001908,2018-01,6,5,894365.3,1023749.0,08,3
18-001259,2018-01,6,3,905369.3,1011591.0,08,3
18-001254,2018-01,6,3,905777.2,1009129.0,08,3
18-001266,2018-01,6,3,901425.3,1007112.0,08,3
18-001315,2018-01,6,5,890528.2,1023101.0,08,3
18-001295,2018-01,7,6,898280.4,1052299.0,08,3
18-001329,2018-01,7,3,901409.0,1002975.0,08,3
18-001271,2018-01,3,2,875890.2,1014110.0,08,3
18-001303,2018-01,6,5,885706.8,1032926.0,08,3
18-001313,2018-01,7,3,894371.1,1007063.0,08,3
18-001270,2018-01,4,6,894688.9,1036196.0,08,3
18-001388,2018-01,7,4,896423.8,1019015.0,08,3
18-001276,2018-01,9,1,891549.5,1002741.0,08,3
18-001277,2018-01,9,1,893645.6,995591.3,09,3
18-001326,2018-01,7,5,877305.8,1027712.0,09,3
18-001278,2018-01,5,1,880963.3,995980.7,09,3
18-001336,2018-01,6,5,888503.4,1026317.0,09,3
18-001312,2018-01,7,2,894535.0,1013926.0,09,3
18-001289,2018-01,6,2,881320.9,1011687.0,09,3
18-001279,2018-01,3,3,895077.8,1000654.0,09,3
18-001288,2018-01,6,4,910043.9,1021123.0,09,3
18-001287,2018-01,6,6,897682.3,1050332.0,09,3
18-001284,2018-01,4,2,875303.8,1008788.0,09,3
18-001310,2018-01,5,5,892487.2,1021098.0,09,3
18-001297,2018-01,7,6,894104.9,1036952.0,09,3
18-001425,2018-01,6,5,877149.0,1025365.0,09,3
18-001398,2018-01,5,3,900056.0,1011067.0,09,1
18-001304,2018-01,7,1,887016.0,1002521.0,09,1
18-001487,2018-01,6,4,904022.6,1027132.0,09,1
18-001321,2018-01,4,1,895642.6,1000196.0,09,1
18-001386,2018-01,7,5,894865.7,1029224.0,09,1
18-001476,2018-01,6,5,884046.2,1024927.0,09,1
18-001335,2018-01,6,2,882152.9,1018203.0,09,1
18-001327,2018-01,9,6,890723.1,1046893.0,09,1
18-001322,2018-01,3,3,899683.5,1013252.0,09,1
18-001394,2018-01,5,6,896546.7,1031219.0,09,1
18-001707,2018-01,5,5,884268.6,1031009.0,09,1
18-001569,2018-01,3,1,884312.7,1002371.0,09,1
18-001351,2018-01,6,6,901464.1,1032187.0,09,1
18-001347,2018-01,3,6,887043.9,1043351.0,09,1
18-001345,2018-01,6,6,886803.5,1043190.0,09,1
18-001484,2018-01,6,3,898077.6,1006907.0,09,1
18-001715,2018-01,6,5,885132.9,1029391.0,09,1
18-002626,2018-01,5,6,893602.0,1035908.0,09,2
18-001374,2018-01,6,4,899767.0,1021154.0,09,2
18-001416,2018-01,6,1,884082.3,1001677.0,09,2
18-001371,2018-01,9,1,893084.1,995935.4,09,2
18-001383,2018-01,6,1,889468.0,994413.8,09,2
18-001414,2018-01,6,3,897255.0,1007944.0,09,2
18-001391,2018-01,6,5,888971.1,1035805.0,09,2
18-001429,2018-01,6,2,879649.6,1008791.0,09,2
18-001426,2018-01,6,2,875509.2,999615.3,09,2
18-001390,2018-01,6,5,881892.9,1031986.0,09,2
18-001395,2018-01,6,3,893788.8,1005469.0,09,2
18-002009,2018-01,5,1,894219.0,994771.6,09,2
18-001445,2018-01,6,1,892830.9,994838.9,09,2
18-001454,2018-01,6,3,897819.1,1000267.0,09,2
18-001410,2018-01,4,1,894503.4,997314.8,09,2
18-001496,2018-01,6,4,900917.5,1020849.0,09,2
18-001417,2018-01,6,1,884082.3,1001677.0,09,2
18-001432,2018-01,6,3,897645.1,1000735.0,09,2
18-001412,2018-01,6,5,882852.4,1029222.0,09,2
18-001419,2018-01,3,5,880996.9,1028727.0,09,2
18-001616,2018-01,6,2,877552.6,1014503.0,09,2
18-001453,2018-01,6,1,893283.1,998116.7,09,2
18-001508,2018-01,6,5,884236.2,1024598.0,09,2
18-001431,2018-01,1,4,896608.4,1025707.0,09,2
18-001423,2018-01,6,2,880934.9,1016006.0,09,2
18-004678,2018-01,7,6,895482.4,1032844.0,09,2
18-001710,2018-01,6,5,883670.3,1024704.0,09,2
18-001433,2018-01,5,3,896261.2,1002828.0,09,2
18-002766,2018-01,6,5,885160.1,1028192.0,09,2
18-001441,2018-01,7,5,888469.5,1029399.0,09,3
18-001567,2018-01,6,6,885444.0,1039831.0,09,3
18-001444,2018-01,6,5,892342.3,1023627.0,09,3
18-001440,2018-01,6,6,894715.2,1048161.0,09,3
18-001437,2018-01,6,4,905278.1,1015842.0,09,3
18-001653,2018-01,3,3,896774.9,1000843.0,09,3
18-001517,2018-01,6,4,904584.4,1026611.0,09,3
18-001677,2018-01,6,5,880918.3,1027562.0,09,3
18-001446,2018-01,6,4,904240.0,1023586.0,09,3
18-001532,2018-01,5,4,901206.8,1020167.0,09,3
18-001468,2018-01,6,3,896883.9,1014347.0,09,3
18-001452,2018-01,3,5,890289.6,1033199.0,09,3
18-001519,2018-01,5,5,883561.5,1027076.0,09,3
18-001515,2018-01,6,5,881843.1,1024930.0,09,3
18-001563,2018-01,7,6,901651.0,1031686.0,09,3
18-001537,2018-01,7,4,896967.2,1018973.0,09,3
18-001473,2018-01,7,6,894482.4,1036751.0,09,3
18-001448,2018-01,6,2,878828.2,994423.4,09,3
18-001485,2018-01,6,5,883670.3,1024704.0,09,3
18-001478,2018-01,6,2,888742.4,1013261.0,09,3
18-001472,2018-01,6,5,886634.3,1034729.0,09,3
18-001457,2018-01,3,1,891490.3,995760.4,09,3
18-002883,2018-01,5,6,895937.7,1048990.0,10,3
18-001459,2018-01,4,5,882838.1,1035950.0,10,3
18-001460,2018-01,3,6,891087.3,1047392.0,10,3
18-001463,2018-01,4,5,883723.4,1031194.0,10,3
18-001481,2018-01,6,5,888100.0,1032589.0,10,3
18-001466,2018-01,5,3,899249.7,1010801.0,10,3
18-001497,2018-01,4,6,891049.0,1035207.0,10,3
18-001471,2018-01,6,2,887652.1,1018180.0,10,3
18-001724,2018-01,5,6,890270.5,1037484.0,10,3
18-001493,2018-01,6,5,888295.3,1023302.0,10,1
18-001551,2018-01,6,1,887644.4,990297.0,10,1
18-001684,2018-01,6,1,888382.3,999743.8,10,1
18-001866,2018-01,6,4,907212.4,1020338.0,10,1
18-001718,2018-01,5,2,878527.8,1006201.0,10,1
18-001623,2018-01,6,2,877717.2,1013851.0,10,1
18-001522,2018-01,5,1,890131.8,996781.3,10,1
18-001665,2018-01,6,3,899774.3,1014886.0,10,1
18-001540,2018-01,7,2,876086.0,1014031.0,10,1
18-001541,2018-01,6,4,897628.5,1021767.0,10,1
18-001560,2018-01,6,4,905323.6,1018136.0,10,1
18-001582,2018-01,7,5,884595.9,1030273.0,10,1
18-001904,2018-01,9,4,906055.1,1017127.0,10,1
18-001733,2018-01,6,5,890186.9,1035412.0,10,1
18-001596,2018-01,5,6,901033.4,1034697.0,10,1
18-001594,2018-01,5,5,887099.4,1028047.0,10,1
18-001603,2018-01,6,1,888035.3,990172.5,10,1
18-001751,2018-01,6,2,880359.5,1010751.0,10,2
18-002105,2018-01,9,1,893151.8,1000953.0,10,2
18-001905,2018-01,6,2,875562.5,1002821.0,10,2
18-001548,2018-01,6,1,888369.9,991903.0,10,2
18-001554,2018-01,6,1,889835.5,993183.7,10,2
18-001549,2018-01,6,4,907779.2,1018012.0,10,2
18-001555,2018-01,9,4,907024.3,1017619.0,10,2
18-001591,2018-01,9,4,894906.8,1020188.0,10,2
18-001572,2018-01,6,4,907140.5,1019238.0,10,2
18-001581,2018-01,3,4,903924.3,1017158.0,10,2
18-002672,2018-01,6,1,890640.3,998057.0,10,2
18-001592,2018-01,6,5,886642.9,1031104.0,10,2
18-001622,2018-01,5,3,899615.5,1015565.0,10,2
18-001585,2018-01,5,3,899663.6,1015377.0,10,2
18-001602,2018-01,4,6,894567.0,1052209.0,10,2
18-001587,2018-01,4,5,889078.9,1035771.0,10,2
18-001588,2018-01,6,4,901867.4,1030898.0,10,2
18-001598,2018-01,4,6,892982.0,1039422.0,10,2
18-001646,2018-01,5,3,894054.4,1007619.0,10,2
18-002086,2018-01,6,2,892717.6,1005836.0,10,2
18-001607,2018-01,7,3,893958.3,1005821.0,10,2
18-001615,2018-01,4,4,898337.4,1024456.0,10,2
18-001612,2018-01,9,1,889135.2,990207.4,10,2
18-001712,2018-01,6,2,892458.1,1014691.0,10,2
18-001620,2018-01,9,1,895674.0,999878.2,10,2
18-001637,2018-01,4,4,897190.9,1046586.0,10,3
18-001798,2018-01,4,1,888740.8,990309.4,10,3
18-001640,2018-01,7,1,889835.5,993183.7,10,3
18-001635,2018-01,9,1,890733.2,1003399.0,10,3
18-001690,2018-01,6,4,907161.8,1018819.0,10,3
18-001838,2018-01,7,2,879408.8,1002526.0,10,3
18-001683,2018-01,6,5,884895.8,1028885.0,10,3
18-001714,2018-01,6,2,891721.1,1014438.0,10,3
18-001809,2018-01,5,3,896655.6,1006363.0,10,3
18-001658,2018-01,6,4,903693.4,1018666.0,10,3
18-001650,2018-01,9,3,897369.2,1001753.0,10,3
18-001645,2018-01,6,3,898100.8,1004977.0,10,3
18-001721,2018-01,6,2,891721.1,1014438.0,10,3
18-001700,2018-01,7,4,898912.4,1025821.0,10,3
18-001659,2018-01,6,3,904505.7,1013819.0,10,3
18-001708,2018-01,6,3,896802.6,1006375.0,11,3
18-001663,2018-01,6,5,881589.6,1025006.0,11,3
18-001666,2018-01,6,3,906811.3,1012468.0,11,3
18-001667,2018-01,6,2,893104.1,1013477.0,11,3
18-001669,2018-01,9,1,892705.1,999205.2,11,3
18-001670,2018-01,5,2,879250.6,1017185.0,11,3
18-001673,2018-01,6,3,903895.9,1010187.0,11,3
18-001675,2018-01,3,2,893577.8,1006688.0,11,1
18-001685,2018-01,6,2,894354.8,1015713.0,11,1
18-001790,2018-01,6,4,906469.1,1020109.0,11,1
18-001787,2018-01,6,3,897700.5,1003981.0,11,1
18-001680,2018-01,9,4,910668.8,1019119.0,11,1
18-002531,2018-01,6,6,892574.4,1039842.0,11,1
18-001800,2018-01,6,6,898344.4,1050289.0,11,1
18-001858,2018-01,6,5,887396.8,1020150.0,11,1
18-001873,2018-01,6,1,896260.8,997735.4,11,1
18-001837,2018-01,5,6,891824.3,1042266.0,11,1
18-001711,2018-01,6,3,899885.4,1009409.0,11,1
18-001737,2018-01,4,5,887849.5,1021285.0,11,1
18-001748,2018-01,5,4,899063.8,1026621.0,11,1
18-002686,2018-01,6,2,886486.8,1012735.0,11,1
18-001767,2018-01,6,6,896892.2,1035595.0,11,1
18-001806,2018-01,6,4,905455.4,1018670.0,11,1
18-001769,2018-01,7,3,905282.3,1011627.0,11,2
18-001749,2018-01,6,4,900492.6,1021365.0,11,2
18-001877,2018-01,6,2,873232.9,1005838.0,11,2
18-001994,2018-01,3,1,890190.9,991584.1,11,2
18-001755,2018-01,4,4,908726.1,1016735.0,11,2
18-001768,2018-01,6,4,910261.4,1018660.0,11,2
18-001747,2018-01,6,6,894702.8,1040860.0,11,2
18-001773,2018-01,6,6,892525.1,1041007.0,11,2
18-001756,2018-01,6,1,889468.0,994413.8,11,2
18-001785,2018-01,6,2,877552.6,1014503.0,11,2
18-002220,2018-01,6,2,880144.6,1017418.0,11,2
18-002097,2018-01,6,3,896222.1,1009998.0,11,2
18-001765,2018-01,5,6,897067.9,1032638.0,11,2
18-002056,2018-01,6,1,889831.3,993186.7,11,2
18-001770,2018-01,7,1,887627.9,991784.5,11,2
18-001890,2018-01,5,5,895460.3,1024788.0,11,2
18-001940,2018-01,6,6,896946.5,1031567.0,11,2
18-002629,2018-01,6,3,896544.5,1015543.0,11,2
18-001799,2018-01,3,5,882332.3,1025967.0,11,2
18-001801,2018-01,3,3,898484.3,1005106.0,11,2
18-001803,2018-01,5,5,877109.4,1026481.0,11,2
18-001868,2018-01,6,1,893505.1,995711.3,11,2
18-002817,2018-01,9,1,891583.1,999611.7,11,2
18-001814,2018-01,4,1,881675.1,999642.4,11,2
18-001960,2018-01,6,5,889470.1,1023382.0,11,2
18-002103,2018-01,6,5,892888.1,1021231.0,11,2
18-001808,2018-01,6,2,879631.8,1004932.0,11,2
18-001903,2018-01,6,2,885993.2,1007022.0,11,2
18-001872,2018-01,6,2,872672.4,1003082.0,11,3
18-001815,2018-01,9,6,903209.7,1033402.0,11,3
18-001820,2018-01,9,1,894244.3,996692.2,11,3
18-001816,2018-01,4,6,885205.5,1040045.0,11,3
18-001821,2018-01,9,1,893358.1,999917.8,11,3
18-001951,2018-01,6,4,904538.2,1022258.0,11,3
18-001825,2018-01,9,6,901776.6,1031336.0,11,3
18-001861,2018-01,6,4,908420.1,1015664.0,11,3
18-001831,2018-01,9,1,894452.6,997018.4,11,3
18-001843,2018-01,9,5,880442.4,1033027.0,11,3
18-001839,2018-01,5,5,880943.7,1029943.0,11,3
18-001832,2018-01,3,5,880276.4,1028398.0,11,3
18-003357,2018-01,4,3,901424.9,1011158.0,11,3
18-001870,2018-01,5,6,894982.6,1041232.0,11,3
18-001842,2018-01,6,2,872335.9,1003415.0,12,3
18-001841,2018-01,3,4,896713.7,1021365.0,12,3
18-001844,2018-01,6,2,879176.4,1005385.0,12,3
18-001846,2018-01,5,3,904126.9,1009808.0,12,3
18-001847,2018-01,4,1,888821.7,986110.9,12,3
18-001876,2018-01,5,2,874377.7,1003610.0,12,3
18-001865,2018-01,6,4,902832.3,1019699.0,12,3
18-001850,2018-01,6,2,874404.5,1003018.0,12,3
18-002414,2018-01,5,2,873908.8,1003118.0,12,3
18-001871,2018-01,6,2,881336.1,1024178.0,12,1
18-001934,2018-01,6,5,894865.7,1029224.0,12,1
18-001863,2018-01,9,1,884722.9,991756.4,12,1
18-001926,2018-01,6,5,881646.2,1024908.0,12,1
18-001947,2018-01,6,5,886825.4,1037113.0,12,1
18-003951,2018-01,6,4,904913.2,1029576.0,12,1
18-002051,2018-01,7,2,893314.4,1015201.0,12,1
18-001874,2018-01,7,2,891850.2,1007089.0,12,1
18-001895,2018-01,1,2,891279.4,1004299.0,12,1
18-001962,2018-01,5,5,883328.9,1033305.0,12,1
18-002307,2018-01,5,3,894519.5,1004683.0,12,1
18-001885,2018-01,7,5,878781.4,1028186.0,12,1
18-001889,2018-01,6,1,897347.1,999530.2,12,1
18-001892,2018-01,6,4,907779.2,1018012.0,12,1
18-003142,2018-01,6,4,898790.4,1025781.0,12,1
18-001902,2018-01,9,6,899461.2,1045874.0,12,1
18-001907,2018-01,9,1,893452.6,997505.6,12,1
18-001898,2018-01,3,5,888412.4,1031994.0,12,2
18-002678,2018-01,6,3,903915.4,1009351.0,12,2
18-003033,2018-01,9,5,884442.2,1034979.0,12,2
18-002809,2018-01,5,6,892622.4,1035197.0,12,2
18-001906,2018-01,6,5,888884.8,1036000.0,12,2
18-001927,2018-01,7,4,905720.8,1029553.0,12,2
18-001911,2018-01,6,1,889849.0,1003566.0,12,2
18-001913,2018-01,5,1,879942.8,999534.6,12,2
18-001932,2018-01,6,3,893788.8,1005469.0,12,2
18-001929,2018-01,6,5,888884.8,1036000.0,12,2
18-001950,2018-01,6,4,907965.6,1014530.0,12,2
18-001924,2018-01,4,6,891197.8,1039591.0,12,2
18-001923,2018-01,4,3,893788.8,1005469.0,12,2
18-001928,2018-01,9,6,891964.5,1035004.0,12,2
18-002091,2018-01,6,5,887867.9,1034771.0,12,2
18-002312,2018-01,6,5,886244.1,1030897.0,12,2
18-001945,2018-01,6,5,881463.4,1025335.0,12,2
18-001943,2018-01,7,3,895419.3,1001896.0,12,2
18-001941,2018-01,6,2,885300.0,1004823.0,12,2
18-002069,2018-01,6,2,891030.9,1016635.0,12,2
18-002313,2018-01,6,4,908422.1,1017299.0,12,2
18-001946,2018-01,6,3,893905.0,1007810.0,12,2
18-002474,2018-01,6,4,907266.4,1021102.0,12,2
18-002437,2018-01,6,6,893691.4,1037341.0,12,2
18-003019,2018-01,7,6,897816.4,1053556.0,12,2
18-001970,2018-01,3,5,890445.2,1033724.0,12,3
18-001978,2018-01,6,5,888420.4,1030180.0,12,3
18-001975,2018-01,4,3,898847.0,1010539.0,12,3
18-002030,2018-01,6,5,888888.9,1032332.0,12,3
18-001979,2018-01,6,3,903705.9,1012860.0,12,3
18-002001,2018-01,6,5,878579.6,1027817.0,12,3
18-002050,2018-01,6,5,893684.9,1021926.0,12,3
18-002055,2018-01,6,5,891912.9,1024663.0,12,3
18-002683,2018-01,6,4,903731.7,1018016.0,12,3
18-002722,2018-01,5,1,892447.6,997218.9,12,3
18-001992,2018-01,6,5,878719.3,1027300.0,12,3
18-001990,2018-01,4,3,899931.6,1010202.0,12,3
18-002070,2018-01,6,6,899064.1,1054113.0,12,3
18-002112,2018-01,6,1,882085.9,992083.8,12,3
18-001995,2018-01,1,6,890708.3,1048634.0,12,3
18-002042,2018-01,6,4,905065.2,1019174.0,12,3
18-002071,2018-01,6,1,884125.8,989617.8,12,3
18-002026,2018-01,6,4,906666.7,1015976.0,12,3
18-002033,2018-01,6,5,887579.7,1022103.0,12,3
18-002496,2018-01,6,6,885045.9,1040404.0,12,3
18-002080,2018-01,6,6,887539.4,1044045.0,12,3
18-002288,2018-01,6,3,897751.6,1014601.0,13,3
18-001999,2018-01,9,6,893562.6,1036678.0,13,3
18-002010,2018-01,6,4,904506.9,1019675.0,13,3
18-002049,2018-01,6,4,907312.4,1018192.0,13,3
18-002006,2018-01,9,1,890284.7,1002713.0,13,3
18-002016,2018-01,3,3,897977.5,1008485.0,13,3
18-002007,2018-01,6,1,884160.5,1001653.0,13,3
18-002017,2018-01,6,4,905998.6,1019848.0,13,3
18-002023,2018-01,6,4,906055.1,1019109.0,13,3
18-002022,2018-01,9,5,882501.4,1027390.0,13,3
18-002044,2018-01,5,3,897785.9,1005248.0,13,3
18-002029,2018-01,4,5,885657.5,1033864.0,13,1
18-002031,2018-01,6,3,897916.5,1008451.0,13,1
18-002064,2018-01,6,4,908845.3,1015824.0,13,1
18-003420,2018-01,6,1,893189.9,1000574.0,13,1
18-002143,2018-01,6,3,899642.1,1010278.0,13,1
18-002047,2018-01,6,1,890701.1,995885.1,13,1
18-002045,2018-01,6,5,888884.8,1036000.0,13,1
18-002087,2018-01,6,4,907106.3,1015221.0,13,1
18-002058,2018-01,4,3,904245.2,1013903.0,13,2
18-002061,2018-01,6,4,899009.4,1020191.0,13,2
18-002845,2018-01,6,5,885218.1,1034197.0,13,2
18-002054,2018-01,6,1,890701.1,995885.1,13,2
18-002059,2018-01,3,5,882223.8,1026304.0,13,2
18-002063,2018-01,7,1,891693.0,997015.3,13,2
18-002791,2018-01,6,3,897122.6,1002119.0,13,2
18-002101,2018-01,6,2,879618.3,1004835.0,13,2
18-002108,2018-01,5,1,894623.3,994918.5,13,2
18-002092,2018-01,6,1,885700.7,990965.6,13,2
18-002099,2018-01,6,2,877495.1,996524.0,13,2
18-002182,2018-01,6,5,887798.6,1019870.0,13,2
18-002151,2018-01,6,1,884234.8,995630.4,13,2
18-002107,2018-01,4,5,882607.4,1034788.0,13,2
18-002111,2018-01,6,2,886139.8,1009984.0,13,2
18-002183,2018-01,6,2,886966.5,1012033.0,13,2
18-002157,2018-01,6,4,907003.4,1019090.0,13,2
18-002436,2018-01,6,5,888628.4,1026138.0,13,2
18-002114,2018-01,7,3,896983.6,1007837.0,13,3
18-002110,2018-01,7,5,882276.3,1026865.0,13,3
18-002129,2018-01,7,3,904204.9,1009050.0,13,3
18-002377,2018-01,6,2,887441.5,1011790.0,13,3
18-002454,2018-01,6,5,885266.5,1023859.0,13,3
18-002242,2018-01,5,5,889280.9,1027343.0,13,3
18-002119,2018-01,9,4,907625.4,1022548.0,13,3
18-002153,2018-01,6,2,877822.7,1017653.0,13,3
18-002117,2018-01,3,3,895569.9,1005567.0,13,3
18-002121,2018-01,4,3,895569.9,1005567.0,13,3
18-002177,2018-01,6,5,891393.3,1022752.0,13,3
18-002215,2018-01,6,5,887795.9,1029694.0,13,3
18-002126,2018-01,7,6,897816.4,1053556.0,13,3
18-002139,2018-01,6,3,900373.2,1004248.0,13,3
18-002282,2018-01,6,2,887631.0,1006298.0,13,3
18-002128,2018-01,3,6,888572.6,1044141.0,13,3
18-002176,2018-01,6,4,896423.8,1019015.0,13,3
18-002179,2018-01,6,4,896423.8,1019015.0,13,3
18-002146,2018-01,4,2,892252.6,1003688.0,13,3
18-002150,2018-01,6,2,873912.8,1013083.0,14,3
18-002181,2018-01,6,2,886966.5,1012033.0,14,3
18-002149,2018-01,6,4,893758.4,1018954.0,14,3
18-002154,2018-01,4,2,884949.4,1006968.0,14,3
18-002160,2018-01,3,6,889006.3,1041319.0,14,3
18-002156,2018-01,9,1,892509.8,991820.9,14,3
18-002222,2018-01,5,1,895538.7,997530.7,14,3
18-002348,2018-01,9,4,898759.6,1019061.0,14,3
18-002161,2018-01,9,3,898360.1,1014293.0,14,3
18-002471,2018-01,9,6,897028.7,1032302.0,14,3
18-002352,2018-01,4,2,874366.5,1012380.0,14,3
18-002170,2018-01,4,5,885370.4,1037740.0,14,3
18-002163,2018-01,9,4,906803.0,1016334.0,14,3
18-002326,2018-01,6,3,897916.5,1008451.0,14,3
18-002166,2018-01,8,3,898592.3,1008112.0,14,3
18-002172,2018-01,5,1,894746.1,999716.7,14,3
18-002173,2018-01,5,2,894126.1,1011007.0,14,3
18-002526,2018-01,7,2,872664.2,1003357.0,14,1
18-002455,2018-01,6,5,884469.5,1033514.0,14,1
18-003466,2018-01,6,4,904121.7,1029087.0,14,1
18-002185,2018-01,4,3,898542.0,1009811.0,14,1
18-002233,2018-01,6,4,905272.7,1019910.0,14,1
18-002244,2018-01,6,2,884090.5,1012226.0,14,1
18-002196,2018-01,5,4,905345.6,1031559.0,14,1
18-002197,2018-01,6,5,888946.7,1035763.0,14,1
18-004470,2018-01,5,5,888653.2,1031861.0,14,1
18-002198,2018-01,4,1,896426.6,998721.9,14,1
18-002210,2018-01,6,4,899281.1,1020931.0,14,2
18-002207,2018-01,3,3,899274.9,1009387.0,14,2
18-002205,2018-01,6,4,899205.0,1020595.0,14,2
18-002409,2018-01,5,5,884474.6,1033440.0,14,2
18-002407,2018-01,5,5,884461.8,1033419.0,14,2
18-002203,2018-01,6,4,909303.9,1017205.0,14,2
18-002240,2018-01,7,5,884236.2,1024598.0,14,2
18-002373,2018-01,7,2,894367.7,1012217.0,14,2
18-002206,2018-01,9,2,881554.4,1013910.0,14,2
18-002332,2018-01,6,4,908649.0,1017426.0,14,2
18-002234,2018-01,6,4,896187.8,1019510.0,14,2
18-002228,2018-01,6,1,885448.6,1001641.0,14,2
18-002214,2018-01,4,5,887396.8,1020150.0,14,2
18-002221,2018-01,9,1,890079.7,996296.6,14,2
18-002213,2018-01,3,6,894598.1,1051729.0,14,2
18-002219,2018-01,7,2,876940.8,1014793.0,14,2
18-002229,2018-01,6,1,889849.0,1003566.0,14,2
18-002286,2018-01,6,1,879270.5,999949.2,14,2
18-002231,2018-01,9,3,893861.0,1004500.0,14,2
18-002298,2018-01,5,6,897371.0,1032837.0,14,2
18-002230,2018-01,3,4,897714.3,1024471.0,14,2
18-002235,2018-01,6,1,885362.3,1003846.0,14,2
18-002543,2018-01,7,3,896658.1,1005497.0,14,2
18-002306,2018-01,9,1,891592.9,992141.6,14,2
18-003430,2018-01,5,1,882604.7,998584.6,14,2
18-002411,2018-01,6,3,905454.9,1011707.0,14,2
18-002241,2018-01,4,6,890138.3,1042909.0,14,2
18-002322,2018-01,6,6,900790.7,1044861.0,14,2
18-002501,2018-01,6,6,890428.5,1041512.0,14,2
18-002247,2018-01,3,1,892415.4,1001530.0,14,3
18-002290,2018-01,6,4,905103.3,1018769.0,14,3
18-002251,2018-01,3,4,897252.8,1022273.0,14,3
18-002253,2018-01,3,5,888174.5,1029422.0,14,3
18-002261,2018-01,6,3,905629.6,1011355.0,14,3
18-002254,2018-01,7,1,894028.3,997788.2,14,3
18-002412,2018-01,7,4,908017.0,1017620.0,14,3
18-002257,2018-01,3,1,890307.7,996267.3,14,3
18-002256,2018-01,4,5,878385.3,1027341.0,14,3
18-002258,2018-01,9,6,895979.3,1049334.0,14,3
18-002259,2018-01,9,2,888608.4,1016145.0,14,3
18-002730,2018-01,6,5,887430.5,1022660.0,14,3
18-002391,2018-01,6,4,909303.9,1017205.0,14,3
18-002263,2018-01,7,3,905973.6,1011338.0,14,3
18-002262,2018-01,6,4,908726.1,1016735.0,14,3
18-002291,2018-01,7,2,880896.1,1014741.0,15,3
18-002268,2018-01,3,4,904081.1,1027152.0,15,3
18-002303,2018-01,6,2,894902.8,1015747.0,15,3
18-002295,2018-01,7,4,900393.5,1020980.0,15,3
18-002358,2018-01,6,6,892601.8,1047458.0,15,3
18-002271,2018-01,4,4,906697.3,1030038.0,15,3
18-002279,2018-01,3,5,886736.9,1028765.0,15,3
18-004684,2018-01,6,4,906818.4,1025678.0,15,3
18-002318,2018-01,6,1,885749.8,1004175.0,15,1
18-004987,2018-01,6,2,879122.3,1018403.0,15,1
18-002393,2018-01,4,1,883516.0,998593.9,15,1
18-002308,2018-01,4,6,893093.9,1051161.0,15,1
18-002329,2018-01,6,4,895875.6,1022377.0,15,1
18-003164,2018-01,5,1,890932.5,994996.6,15,1
18-002976,2018-01,6,5,885088.8,1037930.0,15,1
18-002297,2018-01,3,3,897785.9,1005248.0,15,1
18-003965,2018-01,6,6,885141.3,1040823.0,15,1
18-002451,2018-01,6,3,897916.5,1008451.0,15,1
18-002321,2018-01,7,3,897337.8,1005570.0,15,1
18-002325,2018-01,6,2,888011.2,1011240.0,15,1
18-002342,2018-01,5,3,896182.4,1000406.0,15,1
